ID,Segment
TRAIN_068164,E
TRAIN_068166,D
TRAIN_068167,E
TRAIN_068169,E
TRAIN_068170,E
TRAIN_068171,E
TRAIN_068173,E
TRAIN_068177,E
TRAIN_068179,E
TRAIN_068180,D
TRAIN_068184,D
TRAIN_068194,D
TRAIN_068212,E
TRAIN_068214,E
TRAIN_068219,E
TRAIN_068220,E
TRAIN_068221,E
TRAIN_068222,E
TRAIN_068229,E
TRAIN_068230,E
TRAIN_068238,E
TRAIN_068242,E
TRAIN_068246,E
TRAIN_068252,E
TRAIN_068256,D
TRAIN_068258,E
TRAIN_068262,E
TRAIN_068267,E
TRAIN_068268,E
TRAIN_068272,E
TRAIN_068276,E
TRAIN_068279,E
TRAIN_068296,E
TRAIN_068298,E
TRAIN_068303,E
TRAIN_068315,D
TRAIN_068316,E
TRAIN_068321,E
TRAIN_068324,C
TRAIN_068326,E
TRAIN_068327,E
TRAIN_068329,E
TRAIN_068330,E
TRAIN_068336,E
TRAIN_068341,E
TRAIN_068351,E
TRAIN_068353,E
TRAIN_068356,D
TRAIN_068357,E
TRAIN_068361,E
TRAIN_068362,E
TRAIN_068366,E
TRAIN_068367,E
TRAIN_068374,E
TRAIN_068377,E
TRAIN_068379,E
TRAIN_068381,D
TRAIN_068383,E
TRAIN_068384,D
TRAIN_068390,E
TRAIN_068404,E
TRAIN_068413,E
TRAIN_068415,E
TRAIN_068418,E
TRAIN_068425,D
TRAIN_068426,E
TRAIN_068427,D
TRAIN_068428,E
TRAIN_068430,E
TRAIN_068433,E
TRAIN_068440,E
TRAIN_068444,E
TRAIN_068445,E
TRAIN_068449,E
TRAIN_068452,E
TRAIN_068454,E
TRAIN_068458,E
TRAIN_068469,E
TRAIN_068473,E
TRAIN_068476,E
TRAIN_068480,E
TRAIN_068482,E
TRAIN_068489,E
TRAIN_068496,E
TRAIN_068501,E
TRAIN_068502,E
TRAIN_068507,E
TRAIN_068508,E
TRAIN_068511,E
TRAIN_068512,D
TRAIN_068518,E
TRAIN_068520,E
TRAIN_068522,E
TRAIN_068523,E
TRAIN_068526,E
TRAIN_068528,E
TRAIN_068534,E
TRAIN_068539,E
TRAIN_068546,E
TRAIN_068551,E
TRAIN_068554,E
TRAIN_068555,E
TRAIN_068556,C
TRAIN_068559,E
TRAIN_068560,E
TRAIN_068564,E
TRAIN_068565,E
TRAIN_068567,D
TRAIN_068569,D
TRAIN_068571,E
TRAIN_068592,E
TRAIN_068595,E
TRAIN_068598,E
TRAIN_068599,E
TRAIN_068601,E
TRAIN_068610,D
TRAIN_068629,E
TRAIN_068630,E
TRAIN_068636,E
TRAIN_068638,D
TRAIN_068640,E
TRAIN_068648,E
TRAIN_068654,E
TRAIN_068658,E
TRAIN_068660,D
TRAIN_068661,E
TRAIN_068669,C
TRAIN_068670,E
TRAIN_068673,E
TRAIN_068676,E
TRAIN_068678,E
TRAIN_068683,E
TRAIN_068687,E
TRAIN_068688,D
TRAIN_068695,C
TRAIN_068697,E
TRAIN_068712,E
TRAIN_068714,E
TRAIN_068723,D
TRAIN_068724,E
TRAIN_068726,C
TRAIN_068736,D
TRAIN_068742,E
TRAIN_068750,D
TRAIN_068751,E
TRAIN_068759,E
TRAIN_068767,D
TRAIN_068771,E
TRAIN_068777,E
TRAIN_068780,D
TRAIN_068791,E
TRAIN_068793,E
TRAIN_068795,E
TRAIN_068799,E
TRAIN_068802,C
TRAIN_068805,E
TRAIN_068807,E
TRAIN_068812,D
TRAIN_068813,E
TRAIN_068814,E
TRAIN_068818,D
TRAIN_068819,E
TRAIN_068828,E
TRAIN_068834,E
TRAIN_068836,E
TRAIN_068838,E
TRAIN_068839,E
TRAIN_068845,E
TRAIN_068850,E
TRAIN_068852,E
TRAIN_068854,E
TRAIN_068855,E
TRAIN_068860,E
TRAIN_068869,D
TRAIN_068871,E
TRAIN_068873,E
TRAIN_068883,E
TRAIN_068888,E
TRAIN_068891,E
TRAIN_068893,E
TRAIN_068898,E
TRAIN_068899,E
TRAIN_068904,E
TRAIN_068905,E
TRAIN_068918,E
TRAIN_068922,E
TRAIN_068927,E
TRAIN_068929,E
TRAIN_068933,E
TRAIN_068936,E
TRAIN_068938,E
TRAIN_068940,C
TRAIN_068950,E
TRAIN_068953,E
TRAIN_068959,E
TRAIN_068962,E
TRAIN_068965,D
TRAIN_068966,E
TRAIN_068970,D
TRAIN_068977,E
TRAIN_068978,C
TRAIN_068980,E
TRAIN_068981,E
TRAIN_068982,E
TRAIN_068985,E
TRAIN_068988,E
TRAIN_068989,E
TRAIN_068993,D
TRAIN_068999,D
TRAIN_069009,E
TRAIN_069010,E
TRAIN_069013,C
TRAIN_069027,D
TRAIN_069035,D
TRAIN_069040,E
TRAIN_069043,E
TRAIN_069045,E
TRAIN_069050,E
TRAIN_069063,E
TRAIN_069069,E
TRAIN_069071,E
TRAIN_069073,D
TRAIN_069075,E
TRAIN_069081,E
TRAIN_069082,E
TRAIN_069085,E
TRAIN_069088,E
TRAIN_069094,E
TRAIN_069095,E
TRAIN_069096,E
TRAIN_069101,E
TRAIN_069107,E
TRAIN_069112,C
TRAIN_069115,E
TRAIN_069119,E
TRAIN_069121,E
TRAIN_069126,E
TRAIN_069127,E
TRAIN_069132,E
TRAIN_069139,E
TRAIN_069140,E
TRAIN_069143,E
TRAIN_069145,E
TRAIN_069152,D
TRAIN_069158,D
TRAIN_069161,E
TRAIN_069167,E
TRAIN_069169,D
TRAIN_069171,E
TRAIN_069172,E
TRAIN_069173,E
TRAIN_069189,E
TRAIN_069192,E
TRAIN_069196,D
TRAIN_069198,E
TRAIN_069204,C
TRAIN_069208,E
TRAIN_069210,E
TRAIN_069217,E
TRAIN_069220,E
TRAIN_069221,E
TRAIN_069239,E
TRAIN_069250,E
TRAIN_069251,D
TRAIN_069256,E
TRAIN_069261,E
TRAIN_069264,D
TRAIN_069267,E
TRAIN_069269,D
TRAIN_069273,E
TRAIN_069276,E
TRAIN_069277,E
TRAIN_069280,D
TRAIN_069285,D
TRAIN_069289,C
TRAIN_069290,E
TRAIN_069294,E
TRAIN_069310,D
TRAIN_069312,E
TRAIN_069315,E
TRAIN_069318,E
TRAIN_069319,E
TRAIN_069320,E
TRAIN_069322,E
TRAIN_069323,E
TRAIN_069327,E
TRAIN_069331,E
TRAIN_069332,E
TRAIN_069335,E
TRAIN_069336,E
TRAIN_069337,D
TRAIN_069338,E
TRAIN_069350,D
TRAIN_069356,E
TRAIN_069357,E
TRAIN_069359,E
TRAIN_069361,E
TRAIN_069368,C
TRAIN_069369,C
TRAIN_069375,E
TRAIN_069383,D
TRAIN_069398,D
TRAIN_069401,E
TRAIN_069416,E
TRAIN_069419,E
TRAIN_069422,E
TRAIN_069426,E
TRAIN_069428,E
TRAIN_069429,D
TRAIN_069432,E
TRAIN_069435,D
TRAIN_069437,E
TRAIN_069438,E
TRAIN_069446,E
TRAIN_069449,E
TRAIN_069450,D
TRAIN_069454,E
TRAIN_069458,E
TRAIN_069461,E
TRAIN_069462,E
TRAIN_069469,E
TRAIN_069471,E
TRAIN_069480,D
TRAIN_069482,E
TRAIN_069488,C
TRAIN_069490,D
TRAIN_069491,E
TRAIN_069495,E
TRAIN_069509,E
TRAIN_069514,D
TRAIN_069516,E
TRAIN_069520,D
TRAIN_069523,E
TRAIN_069530,E
TRAIN_069531,E
TRAIN_069541,E
TRAIN_069544,E
TRAIN_069545,C
TRAIN_069546,E
TRAIN_069558,E
TRAIN_069567,E
TRAIN_069570,E
TRAIN_069571,E
TRAIN_069573,E
TRAIN_069576,E
TRAIN_069582,E
TRAIN_069584,E
TRAIN_069587,E
TRAIN_069588,E
TRAIN_069591,E
TRAIN_069592,E
TRAIN_069594,E
TRAIN_069596,E
TRAIN_069605,D
TRAIN_069606,E
TRAIN_069609,D
TRAIN_069610,E
TRAIN_069614,E
TRAIN_069616,E
TRAIN_069623,E
TRAIN_069626,E
TRAIN_069629,E
TRAIN_069633,E
TRAIN_069637,E
TRAIN_069638,E
TRAIN_069641,D
TRAIN_069642,E
TRAIN_069643,E
TRAIN_069644,E
TRAIN_069645,D
TRAIN_069652,E
TRAIN_069654,E
TRAIN_069657,E
TRAIN_069660,E
TRAIN_069664,E
TRAIN_069667,E
TRAIN_069669,E
TRAIN_069670,E
TRAIN_069675,E
TRAIN_069677,E
TRAIN_069678,E
TRAIN_069679,E
TRAIN_069680,E
TRAIN_069684,E
TRAIN_069689,E
TRAIN_069693,D
TRAIN_069698,E
TRAIN_069699,C
TRAIN_069707,E
TRAIN_069709,E
TRAIN_069710,E
TRAIN_069716,D
TRAIN_069720,E
TRAIN_069728,E
TRAIN_069736,E
TRAIN_069746,E
TRAIN_069748,E
TRAIN_069750,E
TRAIN_069753,E
TRAIN_069756,E
TRAIN_069763,E
TRAIN_069768,E
TRAIN_069777,E
TRAIN_069778,D
TRAIN_069779,E
TRAIN_069783,E
TRAIN_069787,E
TRAIN_069790,E
TRAIN_069795,E
TRAIN_069802,E
TRAIN_069808,E
TRAIN_069815,E
TRAIN_069822,E
TRAIN_069823,E
TRAIN_069826,D
TRAIN_069827,E
TRAIN_069832,E
TRAIN_069839,E
TRAIN_069845,E
TRAIN_069846,E
TRAIN_069851,E
TRAIN_069857,E
TRAIN_069858,E
TRAIN_069863,E
TRAIN_069868,E
TRAIN_069874,D
TRAIN_069877,E
TRAIN_069878,E
TRAIN_069886,E
TRAIN_069887,C
TRAIN_069889,E
TRAIN_069891,E
TRAIN_069892,E
TRAIN_069901,E
TRAIN_069904,E
TRAIN_069909,C
TRAIN_069916,E
TRAIN_069919,D
TRAIN_069922,E
TRAIN_069924,E
TRAIN_069940,E
TRAIN_069946,E
TRAIN_069948,E
TRAIN_069949,E
TRAIN_069950,E
TRAIN_069951,E
TRAIN_069955,E
TRAIN_069959,D
TRAIN_069972,E
TRAIN_069974,E
TRAIN_069975,D
TRAIN_069978,E
TRAIN_069983,E
TRAIN_069988,E
TRAIN_069992,E
TRAIN_069994,D
TRAIN_069995,E
TRAIN_069996,E
TRAIN_070005,E
TRAIN_070007,E
TRAIN_070010,C
TRAIN_070015,D
TRAIN_070016,E
TRAIN_070019,C
TRAIN_070024,D
TRAIN_070025,E
TRAIN_070032,E
TRAIN_070034,E
TRAIN_070035,E
TRAIN_070044,C
TRAIN_070046,D
TRAIN_070049,E
TRAIN_070052,E
TRAIN_070054,E
TRAIN_070064,E
TRAIN_070067,E
TRAIN_070069,E
TRAIN_070077,E
TRAIN_070079,E
TRAIN_070083,E
TRAIN_070085,E
TRAIN_070088,E
TRAIN_070095,E
TRAIN_070096,E
TRAIN_070100,D
TRAIN_070101,E
TRAIN_070107,E
TRAIN_070109,E
TRAIN_070112,E
TRAIN_070117,E
TRAIN_070120,E
TRAIN_070124,E
TRAIN_070125,E
TRAIN_070131,E
TRAIN_070133,E
TRAIN_070135,E
TRAIN_070136,D
TRAIN_070138,D
TRAIN_070149,E
TRAIN_070152,E
TRAIN_070161,E
TRAIN_070162,E
TRAIN_070167,E
TRAIN_070169,E
TRAIN_070171,E
TRAIN_070175,C
TRAIN_070177,E
TRAIN_070181,E
TRAIN_070184,E
TRAIN_070188,E
TRAIN_070189,E
TRAIN_070191,E
TRAIN_070192,E
TRAIN_070196,E
TRAIN_070203,E
TRAIN_070211,E
TRAIN_070216,E
TRAIN_070220,E
TRAIN_070221,E
TRAIN_070224,E
TRAIN_070225,C
TRAIN_070235,E
TRAIN_070238,E
TRAIN_070241,E
TRAIN_070244,E
TRAIN_070247,E
TRAIN_070249,E
TRAIN_070252,E
TRAIN_070253,E
TRAIN_070260,E
TRAIN_070281,E
TRAIN_070282,E
TRAIN_070285,E
TRAIN_070287,E
TRAIN_070289,E
TRAIN_070290,E
TRAIN_070292,E
TRAIN_070294,E
TRAIN_070295,E
TRAIN_070297,E
TRAIN_070298,E
TRAIN_070301,D
TRAIN_070302,E
TRAIN_070303,E
TRAIN_070308,E
TRAIN_070315,E
TRAIN_070317,E
TRAIN_070319,D
TRAIN_070323,E
TRAIN_070330,E
TRAIN_070335,E
TRAIN_070337,E
TRAIN_070341,E
TRAIN_070344,C
TRAIN_070347,E
TRAIN_070348,E
TRAIN_070372,E
TRAIN_070374,E
TRAIN_070376,E
TRAIN_070378,E
TRAIN_070380,E
TRAIN_070383,D
TRAIN_070385,E
TRAIN_070389,E
TRAIN_070392,E
TRAIN_070395,E
TRAIN_070399,C
TRAIN_070401,E
TRAIN_070403,E
TRAIN_070412,E
TRAIN_070420,E
TRAIN_070425,E
TRAIN_070427,E
TRAIN_070428,C
TRAIN_070436,E
TRAIN_070438,E
TRAIN_070443,E
TRAIN_070451,E
TRAIN_070452,E
TRAIN_070457,E
TRAIN_070458,E
TRAIN_070465,E
TRAIN_070468,E
TRAIN_070469,D
TRAIN_070476,E
TRAIN_070485,E
TRAIN_070494,E
TRAIN_070497,E
TRAIN_070504,E
TRAIN_070505,D
TRAIN_070513,C
TRAIN_070515,E
TRAIN_070517,D
TRAIN_070524,E
TRAIN_070526,D
TRAIN_070527,E
TRAIN_070528,E
TRAIN_070541,E
TRAIN_070551,E
TRAIN_070554,E
TRAIN_070559,E
TRAIN_070562,E
TRAIN_070564,E
TRAIN_070566,D
TRAIN_070568,E
TRAIN_070573,D
TRAIN_070575,E
TRAIN_070590,E
TRAIN_070591,E
TRAIN_070593,E
TRAIN_070597,E
TRAIN_070598,C
TRAIN_070600,E
TRAIN_070609,C
TRAIN_070611,C
TRAIN_070613,E
TRAIN_070618,E
TRAIN_070622,E
TRAIN_070644,E
TRAIN_070650,E
TRAIN_070652,C
TRAIN_070659,E
TRAIN_070662,E
TRAIN_070663,E
TRAIN_070668,D
TRAIN_070675,C
TRAIN_070679,E
TRAIN_070683,E
TRAIN_070694,E
TRAIN_070698,E
TRAIN_070702,E
TRAIN_070703,E
TRAIN_070704,E
TRAIN_070707,E
TRAIN_070710,E
TRAIN_070712,E
TRAIN_070713,E
TRAIN_070715,E
TRAIN_070720,E
TRAIN_070726,E
TRAIN_070731,E
TRAIN_070733,E
TRAIN_070739,E
TRAIN_070741,D
TRAIN_070743,E
TRAIN_070745,E
TRAIN_070751,D
TRAIN_070752,E
TRAIN_070754,E
TRAIN_070756,D
TRAIN_070759,E
TRAIN_070760,E
TRAIN_070787,E
TRAIN_070788,E
TRAIN_070789,E
TRAIN_070796,D
TRAIN_070801,E
TRAIN_070810,E
TRAIN_070813,E
TRAIN_070818,E
TRAIN_070823,E
TRAIN_070826,E
TRAIN_070831,D
TRAIN_070832,E
TRAIN_070833,E
TRAIN_070838,E
TRAIN_070840,E
TRAIN_070853,D
TRAIN_070860,E
TRAIN_070861,D
TRAIN_070866,C
TRAIN_070867,E
TRAIN_070871,E
TRAIN_070875,D
TRAIN_070877,D
TRAIN_070879,D
TRAIN_070881,E
TRAIN_070882,D
TRAIN_070883,E
TRAIN_070884,E
TRAIN_070885,E
TRAIN_070894,E
TRAIN_070898,E
TRAIN_070902,E
TRAIN_070907,E
TRAIN_070910,E
TRAIN_070912,E
TRAIN_070914,E
TRAIN_070919,E
TRAIN_070921,C
TRAIN_070922,D
TRAIN_070930,D
TRAIN_070937,E
TRAIN_070946,E
TRAIN_070948,E
TRAIN_070950,E
TRAIN_070960,E
TRAIN_070963,E
TRAIN_070964,E
TRAIN_070966,E
TRAIN_070967,E
TRAIN_070977,E
TRAIN_070978,E
TRAIN_070981,E
TRAIN_070983,E
TRAIN_070984,E
TRAIN_070985,C
TRAIN_070986,E
TRAIN_070987,D
TRAIN_070989,E
TRAIN_070991,E
TRAIN_070993,E
TRAIN_071004,E
TRAIN_071006,E
TRAIN_071014,E
TRAIN_071015,E
TRAIN_071021,D
TRAIN_071039,E
TRAIN_071052,E
TRAIN_071053,D
TRAIN_071056,D
TRAIN_071065,E
TRAIN_071068,E
TRAIN_071071,E
TRAIN_071073,E
TRAIN_071078,E
TRAIN_071084,E
TRAIN_071087,E
TRAIN_071097,E
TRAIN_071099,C
TRAIN_071102,D
TRAIN_071103,E
TRAIN_071106,D
TRAIN_071122,E
TRAIN_071125,E
TRAIN_071131,E
TRAIN_071133,E
TRAIN_071136,E
TRAIN_071141,E
TRAIN_071147,E
TRAIN_071148,E
TRAIN_071169,E
TRAIN_071171,E
TRAIN_071185,E
TRAIN_071187,E
TRAIN_071190,E
TRAIN_071197,E
TRAIN_071202,E
TRAIN_071204,E
TRAIN_071206,E
TRAIN_071208,D
TRAIN_071212,E
TRAIN_071219,D
TRAIN_071223,E
TRAIN_071225,E
TRAIN_071229,E
TRAIN_071234,E
TRAIN_071235,E
TRAIN_071236,E
TRAIN_071239,E
TRAIN_071242,E
TRAIN_071243,E
TRAIN_071246,E
TRAIN_071248,E
TRAIN_071249,E
TRAIN_071250,E
TRAIN_071253,E
TRAIN_071254,E
TRAIN_071256,E
TRAIN_071260,E
TRAIN_071263,E
TRAIN_071270,E
TRAIN_071272,C
TRAIN_071273,E
TRAIN_071275,E
TRAIN_071279,D
TRAIN_071280,E
TRAIN_071288,E
TRAIN_071303,D
TRAIN_071306,E
TRAIN_071310,E
TRAIN_071313,E
TRAIN_071322,C
TRAIN_071327,E
TRAIN_071329,E
TRAIN_071339,E
TRAIN_071346,E
TRAIN_071350,D
TRAIN_071351,E
TRAIN_071353,D
TRAIN_071372,D
TRAIN_071390,E
TRAIN_071393,E
TRAIN_071397,E
TRAIN_071403,E
TRAIN_071404,E
TRAIN_071405,E
TRAIN_071411,E
TRAIN_071417,E
TRAIN_071418,C
TRAIN_071419,E
TRAIN_071423,E
TRAIN_071425,E
TRAIN_071429,E
TRAIN_071432,E
TRAIN_071435,E
TRAIN_071438,E
TRAIN_071441,E
TRAIN_071445,E
TRAIN_071446,E
TRAIN_071450,C
TRAIN_071451,E
TRAIN_071453,E
TRAIN_071457,D
TRAIN_071458,E
TRAIN_071463,E
TRAIN_071464,E
TRAIN_071472,E
TRAIN_071473,A
TRAIN_071476,D
TRAIN_071478,E
TRAIN_071481,E
TRAIN_071484,D
TRAIN_071485,D
TRAIN_071486,D
TRAIN_071487,D
TRAIN_071491,E
TRAIN_071493,E
TRAIN_071497,E
TRAIN_071500,E
TRAIN_071503,E
TRAIN_071510,C
TRAIN_071515,E
TRAIN_071517,D
TRAIN_071518,E
TRAIN_071528,E
TRAIN_071532,E
TRAIN_071538,E
TRAIN_071541,E
TRAIN_071544,E
TRAIN_071545,C
TRAIN_071546,C
TRAIN_071552,E
TRAIN_071566,E
TRAIN_071568,E
TRAIN_071572,E
TRAIN_071575,E
TRAIN_071576,E
TRAIN_071577,E
TRAIN_071578,E
TRAIN_071584,E
TRAIN_071585,E
TRAIN_071590,E
TRAIN_071596,E
TRAIN_071598,D
TRAIN_071599,E
TRAIN_071611,E
TRAIN_071613,E
TRAIN_071615,E
TRAIN_071616,E
TRAIN_071617,E
TRAIN_071618,E
TRAIN_071636,E
TRAIN_071639,E
TRAIN_071647,E
TRAIN_071649,D
TRAIN_071650,E
TRAIN_071655,D
TRAIN_071658,D
TRAIN_071659,E
TRAIN_071661,E
TRAIN_071665,E
TRAIN_071670,E
TRAIN_071676,D
TRAIN_071683,E
TRAIN_071686,E
TRAIN_071689,E
TRAIN_071690,E
TRAIN_071699,C
TRAIN_071701,E
TRAIN_071706,D
TRAIN_071707,E
TRAIN_071708,E
TRAIN_071711,E
TRAIN_071716,E
TRAIN_071717,E
TRAIN_071719,E
TRAIN_071722,E
TRAIN_071738,E
TRAIN_071739,E
TRAIN_071752,E
TRAIN_071759,E
TRAIN_071763,E
TRAIN_071767,E
TRAIN_071769,E
TRAIN_071772,E
TRAIN_071777,E
TRAIN_071778,D
TRAIN_071780,E
TRAIN_071782,E
TRAIN_071787,E
TRAIN_071789,E
TRAIN_071794,D
TRAIN_071811,E
TRAIN_071823,E
TRAIN_071828,E
TRAIN_071830,E
TRAIN_071831,E
TRAIN_071832,D
TRAIN_071833,E
TRAIN_071840,D
TRAIN_071849,E
TRAIN_071857,D
TRAIN_071858,E
TRAIN_071860,E
TRAIN_071862,E
TRAIN_071866,E
TRAIN_071869,E
TRAIN_071870,E
TRAIN_071873,E
TRAIN_071874,E
TRAIN_071877,E
TRAIN_071886,E
TRAIN_071888,E
TRAIN_071900,E
TRAIN_071902,E
TRAIN_071914,E
TRAIN_071915,D
TRAIN_071917,E
TRAIN_071919,E
TRAIN_071923,E
TRAIN_071924,D
TRAIN_071932,E
TRAIN_071933,E
TRAIN_071940,E
TRAIN_071951,E
TRAIN_071958,E
TRAIN_071959,E
TRAIN_071960,E
TRAIN_071966,E
TRAIN_071967,C
TRAIN_071972,E
TRAIN_071973,E
TRAIN_071977,E
TRAIN_071978,E
TRAIN_071985,E
TRAIN_071986,E
TRAIN_071987,D
TRAIN_071989,E
TRAIN_071992,E
TRAIN_071995,E
TRAIN_072003,E
TRAIN_072014,E
TRAIN_072016,D
TRAIN_072023,D
TRAIN_072025,E
TRAIN_072027,E
TRAIN_072031,E
TRAIN_072034,E
TRAIN_072039,E
TRAIN_072044,D
TRAIN_072047,D
TRAIN_072049,E
TRAIN_072052,C
TRAIN_072058,E
TRAIN_072064,E
TRAIN_072067,E
TRAIN_072069,E
TRAIN_072070,D
TRAIN_072071,E
TRAIN_072073,E
TRAIN_072074,E
TRAIN_072077,E
TRAIN_072078,E
TRAIN_072079,E
TRAIN_072082,E
TRAIN_072089,E
TRAIN_072092,E
TRAIN_072094,E
TRAIN_072098,E
TRAIN_072101,E
TRAIN_072109,E
TRAIN_072112,E
TRAIN_072114,C
TRAIN_072117,E
TRAIN_072121,D
TRAIN_072129,C
TRAIN_072137,E
TRAIN_072138,E
TRAIN_072139,E
TRAIN_072141,E
TRAIN_072147,E
TRAIN_072154,E
TRAIN_072155,E
TRAIN_072156,E
TRAIN_072159,E
TRAIN_072160,E
TRAIN_072163,E
TRAIN_072165,E
TRAIN_072166,D
TRAIN_072167,E
TRAIN_072174,E
TRAIN_072176,E
TRAIN_072179,D
TRAIN_072183,E
TRAIN_072184,E
TRAIN_072187,E
TRAIN_072203,E
TRAIN_072211,E
TRAIN_072217,E
TRAIN_072224,E
TRAIN_072225,D
TRAIN_072230,E
TRAIN_072235,E
TRAIN_072237,E
TRAIN_072243,E
TRAIN_072244,E
TRAIN_072252,C
TRAIN_072257,E
TRAIN_072263,E
TRAIN_072267,E
TRAIN_072270,E
TRAIN_072272,E
TRAIN_072282,E
TRAIN_072293,E
TRAIN_072297,E
TRAIN_072308,E
TRAIN_072310,E
TRAIN_072312,D
TRAIN_072319,D
TRAIN_072320,C
TRAIN_072322,E
TRAIN_072324,E
TRAIN_072327,E
TRAIN_072333,E
TRAIN_072337,E
TRAIN_072340,E
TRAIN_072341,E
TRAIN_072345,E
TRAIN_072348,E
TRAIN_072350,E
TRAIN_072352,D
TRAIN_072354,D
TRAIN_072357,E
TRAIN_072360,E
TRAIN_072366,E
TRAIN_072367,E
TRAIN_072373,E
TRAIN_072377,E
TRAIN_072379,E
TRAIN_072380,E
TRAIN_072385,D
TRAIN_072387,E
TRAIN_072390,E
TRAIN_072391,D
TRAIN_072400,E
TRAIN_072401,E
TRAIN_072403,E
TRAIN_072405,E
TRAIN_072409,E
TRAIN_072413,E
TRAIN_072414,E
TRAIN_072428,E
TRAIN_072429,E
TRAIN_072431,E
TRAIN_072432,E
TRAIN_072434,E
TRAIN_072444,E
TRAIN_072446,E
TRAIN_072447,E
TRAIN_072448,E
TRAIN_072452,E
TRAIN_072455,D
TRAIN_072460,E
TRAIN_072464,E
TRAIN_072467,E
TRAIN_072475,E
TRAIN_072476,E
TRAIN_072491,E
TRAIN_072495,E
TRAIN_072498,E
TRAIN_072502,E
TRAIN_072505,E
TRAIN_072506,E
TRAIN_072509,E
TRAIN_072515,E
TRAIN_072517,D
TRAIN_072520,E
TRAIN_072521,D
TRAIN_072524,E
TRAIN_072525,E
TRAIN_072536,E
TRAIN_072540,D
TRAIN_072541,E
TRAIN_072544,E
TRAIN_072546,E
TRAIN_072561,E
TRAIN_072566,E
TRAIN_072576,E
TRAIN_072580,E
TRAIN_072581,D
TRAIN_072589,E
TRAIN_072590,E
TRAIN_072591,E
TRAIN_072593,D
TRAIN_072600,E
TRAIN_072601,E
TRAIN_072602,E
TRAIN_072603,E
TRAIN_072604,E
TRAIN_072605,E
TRAIN_072608,E
TRAIN_072609,E
TRAIN_072612,C
TRAIN_072614,E
TRAIN_072615,E
TRAIN_072621,E
TRAIN_072628,E
TRAIN_072636,E
TRAIN_072641,E
TRAIN_072642,E
TRAIN_072651,E
TRAIN_072653,D
TRAIN_072658,E
TRAIN_072659,D
TRAIN_072660,C
TRAIN_072662,E
TRAIN_072664,E
TRAIN_072667,E
TRAIN_072668,E
TRAIN_072669,E
TRAIN_072673,E
TRAIN_072674,E
TRAIN_072677,E
TRAIN_072679,E
TRAIN_072685,E
TRAIN_072694,E
TRAIN_072701,E
TRAIN_072704,E
TRAIN_072710,E
TRAIN_072714,E
TRAIN_072719,C
TRAIN_072727,D
TRAIN_072730,E
TRAIN_072734,E
TRAIN_072737,E
TRAIN_072750,E
TRAIN_072757,E
TRAIN_072760,E
TRAIN_072762,E
TRAIN_072763,E
TRAIN_072764,E
TRAIN_072768,E
TRAIN_072775,E
TRAIN_072776,E
TRAIN_072781,C
TRAIN_072783,E
TRAIN_072785,E
TRAIN_072786,E
TRAIN_072787,E
TRAIN_072790,E
TRAIN_072791,E
TRAIN_072792,E
TRAIN_072793,E
TRAIN_072798,E
TRAIN_072803,E
TRAIN_072804,E
TRAIN_072806,E
TRAIN_072813,C
TRAIN_072815,E
TRAIN_072817,E
TRAIN_072823,E
TRAIN_072827,E
TRAIN_072835,E
TRAIN_072842,E
TRAIN_072849,E
TRAIN_072850,E
TRAIN_072851,E
TRAIN_072853,E
TRAIN_072854,E
TRAIN_072856,E
TRAIN_072859,E
TRAIN_072869,E
TRAIN_072870,E
TRAIN_072871,E
TRAIN_072875,E
TRAIN_072877,E
TRAIN_072886,E
TRAIN_072889,E
TRAIN_072890,E
TRAIN_072897,E
TRAIN_072899,E
TRAIN_072901,E
TRAIN_072904,E
TRAIN_072905,E
TRAIN_072915,E
TRAIN_072921,E
TRAIN_072922,E
TRAIN_072923,E
TRAIN_072924,E
TRAIN_072925,E
TRAIN_072926,E
TRAIN_072935,E
TRAIN_072938,E
TRAIN_072946,E
TRAIN_072949,D
TRAIN_072956,E
TRAIN_072959,E
TRAIN_072967,E
TRAIN_072977,E
TRAIN_072978,E
TRAIN_072980,D
TRAIN_072989,E
TRAIN_072994,E
TRAIN_072996,E
TRAIN_073000,E
TRAIN_073008,D
TRAIN_073009,E
TRAIN_073010,E
TRAIN_073011,E
TRAIN_073022,E
TRAIN_073026,E
TRAIN_073030,E
TRAIN_073033,E
TRAIN_073037,E
TRAIN_073045,E
TRAIN_073046,E
TRAIN_073047,E
TRAIN_073048,D
TRAIN_073051,E
TRAIN_073060,E
TRAIN_073062,E
TRAIN_073073,E
TRAIN_073078,E
TRAIN_073085,E
TRAIN_073087,E
TRAIN_073090,E
TRAIN_073099,E
TRAIN_073100,E
TRAIN_073104,C
TRAIN_073109,E
TRAIN_073117,D
TRAIN_073118,E
TRAIN_073122,E
TRAIN_073124,E
TRAIN_073125,E
TRAIN_073161,D
TRAIN_073164,E
TRAIN_073167,E
TRAIN_073172,E
TRAIN_073175,E
TRAIN_073178,D
TRAIN_073184,E
TRAIN_073186,D
TRAIN_073188,E
TRAIN_073189,D
TRAIN_073191,E
TRAIN_073192,E
TRAIN_073194,E
TRAIN_073199,E
TRAIN_073209,E
TRAIN_073212,D
TRAIN_073219,E
TRAIN_073223,C
TRAIN_073225,E
TRAIN_073231,E
TRAIN_073232,E
TRAIN_073233,E
TRAIN_073234,E
TRAIN_073236,E
TRAIN_073237,E
TRAIN_073238,D
